,date,clicks_A,clicks_B,clicks_C,cost_A,cost_B,cost_C,bookings_A,bookings_B,bookings_C,booking_rev_A,booking_rev_B,booking_rev_C,booking_con_A,booking_con_B,booking_con_C
1017,2019-07-06,835133,474184,198141,808537,427725,160258,40260,18287,9552,6366840,2959922,1436263,0.04820789024023718,0.038565198319639636,0.048208094235922906
78,2019-07-07,1524808,906814,336892,1480794,825250,270897,73510,34974,16241,11103442,5398849,2515028,0.04820934832451036,0.03856799740630383,0.048208327891431084
234,2019-07-08,1307783,765826,302638,1263400,691966,243488,63050,29537,14591,9571709,4582917,2413961,0.04821136228258052,0.03856881328134589,0.0482127161823697
393,2019-07-09,1155519,706516,254427,1123067,645719,204663,55711,27251,12267,8707846,4093599,1883978,0.04821296750637592,0.038570959468716914,0.048214222547135324
552,2019-07-10,1118859,618874,255529,1092400,561128,207434,53946,23871,12320,8260707,3797464,2001659,0.04821519065405024,0.03857166402207881,0.04821370568506901
708,2019-07-11,967105,668915,230905,932694,616061,186185,46632,25803,11134,7487714,3902990,1679254,0.0482181355695607,0.03857440780966191,0.048218964509213744
864,2019-07-12,939066,566736,231726,907541,514205,188010,45282,21862,11174,7251761,3290792,1679309,0.048220252889573254,0.0385752802010107,0.04822074346426383
1020,2019-07-13,889880,512025,203270,862483,463133,163808,42912,19753,9802,6524192,3166712,1478356,0.04822223221108464,0.03857819442410038,0.04822157721257441
81,2019-07-14,1629967,928341,381686,1581952,839775,308967,78605,35815,18407,12508347,5413855,2916848,0.04822490271275431,0.038579573669589085,0.048225504734258004
237,2019-07-15,1397105,825228,293921,1359252,751732,235330,67379,31839,14175,10301174,5246452,2328151,0.04822758489877282,0.03858206459305792,0.04822724473583038
396,2019-07-16,1237312,702307,294902,1195539,632219,238184,59675,27098,14223,9388367,4141600,2254221,0.0482295492163658,0.03858426585524564,0.048229581352449286
555,2019-07-17,1127824,675757,294409,1089745,612446,240505,54397,26074,14200,8686360,3930444,2172287,0.04823181631176496,0.038584875924333746,0.0482322211617172
711,2019-07-18,1077264,641162,240388,1040586,580436,192505,51961,24741,11595,7800864,3869325,1743295,0.04823423042076965,0.03858775161347678,0.04823452085794632
867,2019-07-19,1001289,587739,228142,969060,532174,183528,48298,22680,11005,7906743,3745162,1686846,0.048235824022834564,0.03858855716568069,0.048237501205389624
1023,2019-07-20,900651,561472,211126,869339,510866,169990,43446,21667,10184,6739134,3493662,1531436,0.04823844086111046,0.03858963581443064,0.048236598050453286
84,2019-07-21,1701137,952328,401038,1650249,859217,324752,82062,36752,19346,12378468,5574165,2920041,0.04823950099257144,0.03859174570106098,0.04823981767313821
240,2019-07-22,1466023,816809,322675,1421771,736304,258990,70723,31523,15566,10740587,4861215,2346435,0.04824139866837014,0.038592865651578274,0.048240489656775395
399,2019-07-23,1275753,733738,296520,1238074,664497,239784,61546,28318,14305,9529001,4313117,2173653,0.04824288087114042,0.03859415758758576,0.04824295157156347
558,2019-07-24,1177542,717518,262809,1137640,651581,210500,56809,27693,12679,8582430,4254139,1935778,0.04824371444925107,0.03859554742877531,0.0482441621101256
714,2019-07-25,1076830,664075,267164,1039746,603609,216714,51952,25631,12889,8325092,3947736,1986400,0.04824531263059165,0.03859654406505289,0.04824377535895555
870,2019-07-26,998365,605832,252687,964543,549879,205602,48168,23383,12191,7564968,3591228,1856238,0.04824688365477556,0.03859650860304507,0.048245457819357546
1026,2019-07-27,950974,527778,225897,928669,478827,184319,45882,20371,10899,7004360,3210719,1697850,0.048247375848340754,0.03859766795887665,0.0482476526912708
87,2019-07-28,1714072,1001552,387572,1657552,905612,311229,82702,38659,18700,12933296,5879941,2901211,0.04824884835642843,0.03859909420579261,0.0482490995221533
243,2019-07-29,1422437,861354,356561,1374599,781796,289844,68632,33248,17204,10386272,4988740,2710532,0.048249588558227884,0.03859969304142083,0.04824980858815182
402,2019-07-30,1250547,765903,315040,1208434,696115,256240,60340,29565,15201,9589337,4698019,2469095,0.04825088541254347,0.038601493922859685,0.048251015744032504
561,2019-07-31,1201508,710365,265303,1161429,643009,212329,57975,27421,12801,9060364,4368608,1971010,0.04825186349154562,0.03860128243930937,0.04825049094808578
717,2019-08-01,1070604,707786,243813,1035245,649906,195952,51660,27323,11765,8211217,4202224,1800754,0.048253135613167894,0.038603476191956324,0.04825419481323801
873,2019-08-02,983414,653020,230244,949828,599251,185472,47454,25209,11110,7297117,3876857,1788126,0.04825434659258461,0.03860371810970568,0.04825315751984851
1029,2019-08-03,912994,556093,241625,884414,506314,198227,44057,21468,11660,7021183,3331025,1754057,0.048255519751498915,0.03860505347127189,0.04825659596482152
90,2019-08-04,1658523,1041133,409177,1603904,949918,332194,80036,40194,19746,13150330,6117843,3000058,0.04825739528484079,0.038606018635467323,0.048257844404744156
246,2019-08-05,1471837,829125,339532,1425558,747464,273768,71029,32010,16385,10876076,4860323,2468127,0.04825874060782546,0.03860696517412935,0.04825760163990434
405,2019-08-06,1248916,788083,290448,1209481,720514,234396,60273,30426,14017,9431249,4741985,2242957,0.048260251289918614,0.0386076085894506,0.04825992948823886
564,2019-08-07,1175179,736889,257385,1140016,674328,206514,56716,28451,12422,9521196,4294740,1882251,0.04826158397997241,0.0386096142024104,0.048262330749655184
720,2019-08-08,1089567,640828,280914,1052994,579561,229171,52586,24743,13558,8036849,3935436,2137858,0.048263209146385676,0.03861098453875299,0.04826388147262151
876,2019-08-09,999886,609130,244116,965823,553034,197696,48259,23519,11782,7469796,3536103,1938787,0.04826450215324547,0.03861080557516458,0.048263940094053645
1032,2019-08-10,918326,529349,247375,886696,477104,202735,44324,20440,11940,6867302,3089024,1831247,0.048266084157477844,0.038613466729888975,0.04826680141485599
93,2019-08-11,1712200,973084,389089,1661516,879883,313733,82643,37574,18780,12994724,5739646,2933144,0.048267141689055014,0.0386133160138282,0.048266591962250284
249,2019-08-12,1467670,808042,330331,1428569,729974,266847,70843,31203,15945,10976375,5050381,2476328,0.0482690250533158,0.03861556701260578,0.048269765780383916
408,2019-08-13,1258465,745770,288198,1218374,676301,232066,60746,28799,13911,9309452,4324531,2204194,0.04826991612798131,0.03861646352092468,0.048268898465638206
567,2019-08-14,1171921,656354,304129,1137320,592451,249352,56571,25347,14681,9208243,3874900,2333870,0.04827202516210564,0.03861787998549563,0.0482722791973143
723,2019-08-15,1099897,617573,255323,1065400,556565,206048,53096,23850,12325,8273925,3755163,1889000,0.04827361107449152,0.03861891630625044,0.04827218856115587
879,2019-08-16,982910,613924,216900,951301,560233,173793,47450,23710,10471,7340355,3692588,1662504,0.04827502009339614,0.03862041555632293,0.048275703088981096
1035,2019-08-17,901268,546888,207193,872361,497303,166881,43511,21122,10003,6599018,3195521,1518655,0.048277537868869194,0.038622167610187094,0.048278658062772394
96,2019-08-18,1596717,1040962,357847,1548037,956674,287779,77088,40205,17276,11573664,6106916,2596078,0.048279062601575606,0.03862292763808861,0.04827761585258504
252,2019-08-19,1391301,827141,314764,1346535,750146,252989,67174,31948,15197,10513820,4796651,2279742,0.04828142867718775,0.038624611765104136,0.048280616588936474
411,2019-08-20,1232385,723301,267182,1195219,656284,214050,59504,27939,12900,9115095,4329989,2011225,0.048283612669742,0.03862707227005078,0.04828169562320815
570,2019-08-21,1152190,637687,272482,1121427,576421,221468,55635,24633,13157,8656244,3903195,2135119,0.04828630694590302,0.038628668923782354,0.048285758325320574
726,2019-08-22,1040808,627713,234292,1006875,570053,188110,50260,24249,11314,8185470,3679745,1797128,0.04828940592309052,0.03863071180619168,0.048290167824765674
882,2019-08-23,941329,568518,234542,909201,515571,190414,45459,21964,11327,7142625,3342297,1715853,0.048292361119226114,0.03863378116436067,0.0482941221614892
1038,2019-08-24,884586,501370,201294,857598,452772,162185,42722,19371,9722,6540917,3093269,1582104,0.048296039051036306,0.03863613698466203,0.04829751507744891
99,2019-08-25,1523892,963569,375680,1474202,880241,305073,73604,37232,18145,11102041,5708067,2760642,0.04830001076191751,0.03863968226458095,0.048299084327086884
255,2019-08-26,1336908,762764,313444,1297467,690114,253754,64578,29475,15141,9787939,4659161,2352715,0.04830399698408567,0.03864235858011128,0.048305279411952375
414,2019-08-27,1198827,658372,252784,1169185,595747,202944,57913,25444,12211,8788638,3900013,1973865,0.04830805445656462,0.03864684403346436,0.04830606367491613
573,2019-08-28,1093698,617035,239554,1058782,556090,191812,52839,23848,11573,7950539,3752614,1856654,0.04831223975905597,0.038649347281758735,0.048310610551274454
729,2019-08-29,971287,587810,233153,941375,535043,189057,46929,22721,11265,7265253,3550467,1796193,0.048316306096962074,0.03865364658648203,0.048315912726836024
885,2019-08-30,911175,537902,186951,889013,491357,149641,44028,20793,9034,6940306,3291462,1362398,0.04832002633961643,0.03865574026495533,0.04832282255778252
1041,2019-08-31,835914,456607,189190,813206,411864,152855,40395,17652,9142,6508795,2737566,1400249,0.048324349155535136,0.038659065673544206,0.04832179290660183
102,2019-09-01,1393167,916296,349657,1347718,841174,284573,67329,35426,16898,10114873,5524361,2647061,0.048328018105510684,0.038662179033849324,0.04832736081359733
258,2019-09-02,1253868,697144,277877,1217089,628821,223421,60601,26955,13430,9559947,4186612,2047666,0.048331243799187795,0.038664895631318634,0.04833073626100757
417,2019-09-03,1076225,595683,265748,1044648,536996,216575,52019,23034,12845,8439030,3619738,1965586,0.048334688378359546,0.03866821782726719,0.04833526498788326
576,2019-09-04,996977,564484,218841,966605,509725,175539,48192,21829,10578,7954785,3437307,1664443,0.04833812615536768,0.03867071520184806,0.04833646345977216
732,2019-09-05,898030,514171,213890,869913,464536,173176,43411,19884,10340,7017211,3011461,1587191,0.048340255893455676,0.03867195932870582,0.0483426060124363
888,2019-09-06,806508,485778,183068,784161,443316,147880,38989,18787,8850,6259502,3047919,1431872,0.04834297985884827,0.03867404452239501,0.04834269233290362
1044,2019-09-07,704789,472449,151142,684672,436581,121122,34073,18272,7307,5513186,2822666,1202867,0.04834496565638794,0.03867507392332294,0.04834526471794736
105,2019-09-08,1329234,746713,294883,1291178,674889,237296,64264,28881,14257,10122721,4455375,2149282,0.04834664175006056,0.038677510636616744,0.048347988863379716
261,2019-09-09,1138132,606547,232349,1111466,547522,186032,55026,23460,11234,8292888,3760686,1793095,0.04834764333135348,0.03867795900400134,0.0483496808680046
420,2019-09-10,911213,587864,211454,881801,538560,170477,44056,22738,10223,6792940,3567721,1544159,0.04834873953729808,0.038679014193759104,0.04834621241499333
579,2019-09-11,874858,494205,195730,847734,445888,157288,42298,19115,9463,6675609,2947540,1495262,0.0483484176860702,0.038678281280035615,0.04834721299749655
735,2019-09-12,796022,450203,177445,771223,406185,142507,38487,17413,8579,6030787,2818728,1290082,0.04834916622907407,0.03867810743153644,0.04834737524303305
891,2019-09-13,721857,408128,157284,699453,368254,125971,34900,15786,7604,5296972,2571586,1167194,0.048347525895017986,0.0386790418692175,0.0483456677093665
1047,2019-09-14,623588,387384,144654,606285,354876,117162,30148,14983,6994,5129062,2351479,1075634,0.04834602333592051,0.038677384713875634,0.04834985551730336
108,2019-09-15,1096371,704494,256566,1061433,645360,207152,53004,27247,12404,8311753,4090219,2075318,0.048344948926959945,0.038675985884904625,0.04834623449716642
264,2019-09-16,923720,582482,206062,896205,533479,165738,44656,22528,9962,6917701,3490534,1609660,0.04834365392110163,0.03867587324586854,0.04834467296250643
423,2019-09-17,815284,470842,193043,791298,426680,156487,39413,18210,9332,6490510,2797477,1447899,0.04834266341544787,0.03867539429362716,0.04834156120657056
582,2019-09-18,728651,441260,181725,705902,401505,147997,35225,17065,8785,5455141,2626098,1341101,0.04834275942803894,0.03867334451343879,0.04834227541615078
738,2019-09-19,688853,392953,147056,669783,356185,117885,33301,15197,7109,5349352,2288178,1122855,0.048342679787995405,0.038673836311212795,0.04834212816886084
894,2019-09-20,621843,352250,136651,602346,317806,109527,30062,13623,6606,4880911,2060534,1038500,0.04834339214238964,0.038674237047551456,0.04834212702431742
1050,2019-09-21,545495,313640,138023,527795,283179,112466,26372,12130,6673,4183542,1873060,1079390,0.04834508107315374,0.03867491391404158,0.04834701462799678
111,2019-09-22,953161,582077,240678,924826,531008,196614,46082,22513,11636,7238287,3411690,1755131,0.04834650179770259,0.038677013522265956,0.048346753753978344
267,2019-09-23,803348,494997,180620,777560,450967,145070,38841,19146,8733,6180533,3058198,1361748,0.04834890981243496,0.038679022297104834,0.0483501273391651
426,2019-09-24,706975,411940,159923,684199,372641,128529,34184,15935,7733,5250311,2480241,1205198,0.04835248771172955,0.03868281788609992,0.04835452061304503
585,2019-09-25,645604,374227,150085,626580,339267,121379,31218,14477,7257,5126915,2189470,1113183,0.048354718991827805,0.038685076170345806,0.04835260019322384
741,2019-09-26,602637,322856,139441,586496,290628,113016,29142,12490,6743,4892377,1949309,1076329,0.048357468924078675,0.038685977649478405,0.04835736978363609
897,2019-09-27,510649,325203,127696,493900,297286,103861,24695,12581,6175,3790790,1908563,991617,0.04836002812107729,0.03868660498211886,0.04835703545921564
1053,2019-09-28,479198,278451,107531,464806,252368,86530,23174,10773,5200,3639238,1616217,795721,0.048359968113389454,0.038689033258993505,0.04835814788293608
114,2019-09-29,859604,481336,198348,837761,436304,160931,41571,18622,9592,6566276,2866972,1451432,0.04836064048096565,0.0386881513121811,0.04835944904914594
270,2019-09-30,721243,403230,154727,701303,364595,124116,34880,15600,7483,5399063,2481734,1151353,0.048360954629715645,0.038687597648984454,0.04836259993407744
429,2019-10-01,603875,362924,135948,584844,329813,109275,29203,14041,6574,4392128,2242667,1067654,0.04835934589111985,0.03868854085152815,0.04835672463000559
588,2019-10-02,560463,314587,129975,545208,284712,105327,27103,12170,6285,4241748,1845841,1005283,0.04835823239000612,0.038685641809737846,0.04835545297172533
744,2019-10-03,482155,321375,107432,467616,296274,86363,23316,12433,5195,3598001,1917826,794917,0.048357893208615485,0.03868689225982108,0.04835616948395264
900,2019-10-04,462011,254296,104359,449557,229646,84314,22341,9837,5046,3352500,1545432,862337,0.048355991524011335,0.038683266744266524,0.04835232227215669
1056,2019-10-05,403825,240043,90309,390624,217579,72442,19527,9286,4367,3117491,1511903,715824,0.04835510431498793,0.0386847356515291,0.04835619927139045
117,2019-10-06,721932,416993,164032,700467,377767,132243,34909,16131,7932,5360799,2428034,1222691,0.04835496972013985,0.03868410261083519,0.048356418259851736
273,2019-10-07,613392,333712,134269,595915,300450,107883,29661,12909,6493,4456087,1957876,989589,0.04835570075905783,0.0386830560483291,0.048358146705494195
432,2019-10-08,507208,315618,109213,492092,288582,87452,24527,12210,5281,3738059,1836983,861709,0.048356887115345186,0.03868600650153033,0.04835504930731689
591,2019-10-09,470278,275663,104242,456311,250200,83784,22742,10664,5041,3682525,1693849,765728,0.04835863042710907,0.03868491600251031,0.048358627040924
747,2019-10-10,409890,263422,98651,397077,241467,79981,19822,10191,4771,3148500,1577418,718875,0.048359315914025716,0.03868697375314135,0.04836240889600714
903,2019-10-11,388000,222154,86897,375621,200586,69774,18764,8595,4203,2955926,1311439,699438,0.04836082474226804,0.03868937763893515,0.04836760762742097
1059,2019-10-12,343206,195073,86659,332334,176014,70650,16599,7548,4191,2580709,1142123,658121,0.04836453908148459,0.03869320715834585,0.04836197048200418
120,2019-10-13,623428,341903,145336,605207,307900,117609,30153,13229,7029,4609734,2093489,1150176,0.048366451298305496,0.03869226067042407,0.0483637914900644
276,2019-10-14,511796,298532,111977,496780,270891,89888,24755,11552,5416,3721736,1817845,892570,0.04836888135116335,0.03869601918722281,0.04836707538155157
435,2019-10-15,426666,270378,97581,413971,247793,78733,20638,10463,4720,3185377,1633115,746233,0.048370388078731376,0.03869767510670247,0.048370072042713236
594,2019-10-16,388322,241100,94403,376249,220093,76647,18784,9330,4566,2947510,1475447,685169,0.048372227172295154,0.0386976358357528,0.04836710697753249
750,2019-10-17,365052,204607,86016,354102,184614,69644,17658,7918,4161,2784404,1235693,635749,0.04837119095361757,0.038698578250010995,0.048374720982142856
906,2019-10-18,316715,207534,65939,309344,192272,52933,15321,8031,3190,2519032,1385053,479042,0.04837472175299559,0.03869727369973113,0.04837804637619618
1062,2019-10-19,297752,163950,65659,288736,147559,52707,14403,6345,3176,2253610,990566,520187,0.04837247104973266,0.03870082342177493,0.048371129624270856
123,2019-10-20,535897,288058,110417,523880,260574,88599,25923,11148,5341,3976418,1695104,869967,0.04837310154749887,0.03870053947468913,0.04837117472852912
279,2019-10-21,433666,248360,91733,423002,225949,73686,20978,9611,4437,3175531,1545889,681534,0.048373633164693564,0.0386978579481398,0.04836863506044717
438,2019-10-22,367261,215147,82615,355875,194997,66434,17765,8326,3996,2999314,1299292,615373,0.04837159404347317,0.03869912199565878,0.048368940265085036
597,2019-10-23,338785,186959,78782,329514,168820,63854,16388,7235,3811,2632382,1177355,615144,0.04837286184453267,0.038698324231516,0.04837399405955675
753,2019-10-24,306734,176056,63925,298788,159997,51184,14837,6813,3092,2324909,1033922,477430,0.04837090117169926,0.03869791429999546,0.048369182635901446
909,2019-10-25,270965,161147,59428,262431,146255,47613,13106,6235,2874,1971390,1044881,431210,0.04836787038916465,0.03869138116129993,0.04836104193309551
1065,2019-10-26,242779,143722,52433,235564,130605,42005,11742,5561,2536,1798673,906152,403189,0.04836497390630985,0.038692754066879116,0.048366486754524825
126,2019-10-27,426418,260587,90648,415374,238683,72762,20622,10082,4384,3130216,1603047,690886,0.04836099789408515,0.038689573923488124,0.048362898243756065
282,2019-10-28,372375,196061,75919,364288,177024,60882,18007,7585,3671,2732719,1225666,607260,0.048357166834508226,0.038686939268901,0.048354166941081946
441,2019-10-29,297602,185769,71145,287897,169430,57552,14389,7186,3440,2189273,1107106,530520,0.04834980947708685,0.03868244970904726,0.048351957270363344
600,2019-10-30,279383,161169,64558,271197,146050,52180,13507,6233,3121,2158145,1019584,495224,0.04834581918012191,0.03867369034988118,0.04834412466309365
756,2019-10-31,258910,139996,59225,251814,126086,47902,12515,5414,2863,2143837,872742,432157,0.04833726005175543,0.038672533500957174,0.04834107218235542
912,2019-11-01,219237,145992,48235,212147,134270,38627,10596,5645,2331,1693528,943510,369906,0.04833125795372131,0.03866650227409721,0.0483259044262465
1068,2019-11-02,200681,123693,46611,194097,112613,37562,9697,4782,2252,1636322,738460,357026,0.04832046880372332,0.03866023137930198,0.04831477548218232
129,2019-11-03,353384,216216,91509,342185,196894,74839,17073,8357,4421,2788307,1313238,681714,0.04831288343558282,0.03865116365116365,0.04831218787223115
285,2019-11-04,304929,177639,69031,295160,160718,55496,14728,6864,3334,2273712,1056066,527613,0.04829976814274799,0.03864016347761471,0.048297141863800325
444,2019-11-05,262847,159909,55797,255390,146014,44666,12693,6178,2694,1912416,967780,419861,0.048290450338029346,0.038634473356721634,0.04828216570783375
603,2019-11-06,244406,139982,55606,237187,126706,44846,11799,5406,2685,1807120,827606,405606,0.04827622889781757,0.03861925104656313,0.048286156170197464
759,2019-11-07,217499,136906,48903,210383,124982,39253,10498,5286,2360,1749464,879076,393700,0.048266888583395784,0.03861043343608023,0.04825879802875079
915,2019-11-08,200297,123020,45004,193614,111886,36096,9665,4749,2172,1472423,730589,328472,0.04825334378448005,0.03860347910908795,0.04826237667762866
1071,2019-11-09,182355,107967,44519,176517,97883,36130,8796,4167,2148,1380702,646556,329289,0.048235584436949905,0.03859512628858818,0.04824906219816258
132,2019-11-10,335316,192088,77929,324232,173244,62789,16170,7411,3758,2510903,1151053,608633,0.0482231685932076,0.03858127524884428,0.04822338282282591
288,2019-11-11,276378,169705,66915,267017,154260,54145,13324,6545,3226,2054314,985335,498366,0.04820933648843251,0.03856692495801538,0.048210416199656284
447,2019-11-12,250465,148365,53751,243261,134968,43069,12071,5720,2591,1878473,906353,396109,0.048194358493202645,0.0385535672159876,0.0482037543487563
606,2019-11-13,227388,141157,55050,219821,128564,44572,10956,5441,2652,1740269,866213,409594,0.04818196210881841,0.03854573276564393,0.04817438692098092
762,2019-11-14,215208,127062,53360,207322,114604,43182,10366,4896,2570,1600542,762996,386953,0.04816735437344337,0.03853237002408273,0.048163418290854576
918,2019-11-15,206827,116194,45412,200343,104724,36394,9960,4476,2187,1517564,697281,337427,0.04815618850536922,0.038521782536103416,0.04815907689597463
1074,2019-11-16,188025,111896,41822,182489,101780,33638,9052,4309,2013,1361450,672383,304804,0.04814253423746842,0.03850897261743047,0.048132561809573905
135,2019-11-17,346081,201063,83433,334779,181732,67560,16657,7742,4016,2539771,1210611,632272,0.04813035098719664,0.038505344096129074,0.048134431220260565
291,2019-11-18,292321,176120,77058,282130,159548,62954,14066,6780,3708,2225079,1043294,568713,0.04811833566524471,0.03849647967295026,0.04811959822471385
450,2019-11-19,261020,161396,68779,251861,146650,56175,12558,6212,3309,1912335,937759,508329,0.04811125584246418,0.03848918188802696,0.0481106151586967
609,2019-11-20,245815,163115,60128,236495,149088,48512,11824,6277,2892,1842303,953157,485028,0.048101214327848175,0.03848205253961929,0.048097392229909525
765,2019-11-21,234504,148264,63936,225829,134826,52339,11279,5705,3075,1711924,873657,461558,0.048097260601098486,0.03847865968812389,0.04809496996996997
921,2019-11-22,234847,137261,51724,228142,124684,41589,11294,5281,2487,1747050,844263,386382,0.048090884703658125,0.038474147791433835,0.048082128219008584
1077,2019-11-23,216928,127492,55720,208804,114829,45253,10432,4905,2679,1607256,783451,403774,0.0480896887446526,0.03847300222759075,0.04807968413496052
138,2019-11-24,391935,265132,93559,377691,243313,75377,18846,10199,4499,2953231,1586270,706436,0.048084503808029394,0.038467631217657616,0.048087303199050864
294,2019-11-25,357281,217204,84811,344779,196961,68377,17179,8355,4078,2583560,1304293,631724,0.0480826016496819,0.03846614242831624,0.04808338540991145
453,2019-11-26,324024,193397,84457,312488,174860,68849,15580,7439,4061,2507738,1139318,631313,0.048082858059896795,0.03846491931105446,0.048083640195602496
612,2019-11-27,319744,183316,78706,308941,165224,63824,15374,7051,3784,2355649,1061692,589065,0.04808221577261809,0.038463636562002225,0.04807765608721063
768,2019-11-28,292204,201597,65966,282201,185869,52893,14050,7755,3172,2329730,1169395,481154,0.04808284623071553,0.038467834342772955,0.04808537731558682
924,2019-11-29,287926,174519,73102,277470,157979,59353,13844,6713,3515,2224577,1054862,554280,0.04808179879552385,0.038465725794899125,0.048083499767448225
1080,2019-11-30,276525,165140,67226,267176,149600,54429,13296,6352,3232,2036771,953918,530983,0.04808245185787904,0.038464333292963546,0.04807663701544045
141,2019-12-01,524994,305910,128274,507034,276157,103877,25244,11768,6168,4140866,1771791,971657,0.04808435905934163,0.03846883070184041,0.04808456896954956
297,2019-12-02,463605,275815,105749,448378,249990,85023,22293,10610,5085,3744394,1633448,800625,0.04808619406606918,0.0384678135706905,0.04808556109277629
456,2019-12-03,413358,269663,89960,400162,247482,71974,19877,10374,4326,3119481,1612053,685400,0.048086646442067164,0.03847023877951369,0.048088039128501556
615,2019-12-04,409398,238533,99757,394551,214873,80584,19687,9177,4797,3189676,1433530,757182,0.04808767995935496,0.03847266415967602,0.048086851048046754
771,2019-12-05,397665,228652,93065,383587,205816,74867,19124,8797,4476,3022745,1355319,689176,0.048090729634239875,0.03847331315711212,0.048095417181539785
927,2019-12-06,369472,228640,89767,357051,208088,72687,17769,8797,4317,2760737,1382049,659307,0.04809295426987702,0.038475332400279914,0.0480911693606782
1083,2019-12-07,348510,224317,80175,335873,204599,64302,16761,8631,3856,2569582,1336594,619662,0.04809331152621159,0.03847679845932319,0.048094792641097596
144,2019-12-08,664398,416085,148669,643638,380180,119442,31954,16009,7150,5134824,2432383,1190004,0.04809466614890472,0.038475311534902724,0.048093415574195025
300,2019-12-09,589356,347176,144735,569086,313777,117259,28346,13358,6961,4262417,2011347,1110101,0.04809656642165346,0.03847616194667834,0.04809479393374098
459,2019-12-10,521991,337310,127731,502898,307710,103203,25107,12979,6144,3796724,1957889,975739,0.048098530434432775,0.03847795796151908,0.048101087441576436
618,2019-12-11,516424,322062,114242,501687,294939,91908,24840,12393,5495,3796491,1981729,872697,0.04810001084380277,0.03848016841477728,0.04809964811540414
774,2019-12-12,495678,310168,108751,480453,283529,87205,23842,11935,5231,3608884,1899660,785096,0.04809977445034881,0.038479146784968145,0.04810070711993453
930,2019-12-13,465744,290771,115983,450360,265087,94262,22403,11189,5579,3438398,1679182,890599,0.048101532172180425,0.03848045369036114,0.0481018769992154
1086,2019-12-14,451976,269106,105225,435048,242771,84414,21742,10356,5062,3406216,1553631,827566,0.04810432412340478,0.03848297696818354,0.048106438583986694
147,2019-12-15,825836,532983,192931,794681,485557,154798,39727,20511,9281,6107511,3259706,1425907,0.04810519279857017,0.03848340378586184,0.048105281162695475
303,2019-12-16,733477,430599,165911,707888,388810,132973,35373,16613,8001,5700041,2616076,1291206,0.04822646108875943,0.038581139296654195,0.048224650565664724
462,2019-12-17,629170,407204,144770,612326,375325,117255,30417,15749,6999,4593863,2471319,1053586,0.0483446445316846,0.03867594620877987,0.04834565172342336
621,2019-12-18,641050,337279,128389,627130,304504,102730,31066,13076,6222,5283871,1990848,1066862,0.04846111847749786,0.03876909027837488,0.048462095662400985
777,2019-12-19,562224,343115,123637,547155,313929,99570,27309,13333,6006,4373636,2054732,904816,0.04857316656706224,0.038858691692289754,0.04857769114423676
933,2019-12-20,547081,286747,113947,534480,258410,91499,26634,11168,5547,4203144,1784794,887074,0.04868383292419221,0.03894722525431827,0.04868052691163435
1089,2019-12-21,477287,268847,117378,466568,244614,96288,23286,10493,5727,3564131,1578674,972750,0.04878825528455625,0.039029633955372386,0.04879108521187957
150,2019-12-22,888366,462440,202074,871759,418233,164790,43429,18086,9879,6805744,2846446,1509253,0.0488863824144553,0.03910993858662745,0.048888031117313456
306,2019-12-23,743274,396015,158024,729358,359190,127780,36404,15517,7740,6285779,2482793,1177994,0.04897790047815476,0.039182859235129985,0.04897990178707032
465,2019-12-24,638388,352096,125178,629705,322412,100725,31319,13819,6141,4764901,2074068,931089,0.049059506131067625,0.039247818776697266,0.04905814120692134
624,2019-12-25,613010,279408,110661,609121,251664,88776,30115,10981,5436,4629592,1751695,820720,0.04912644165674296,0.039300950581228886,0.04912299726190799
780,2019-12-26,507245,267619,107118,499332,243207,86819,24943,10528,5267,3845688,1609597,885049,0.04917347632800718,0.039339508779272024,0.0491700741238634
936,2019-12-27,455013,211821,82563,450900,190774,66098,22380,8335,4061,3438654,1308682,612062,0.049185407889444914,0.03934926187677331,0.04918668168550077
1092,2019-12-28,340538,188613,70102,334987,172330,56596,16733,7414,3445,2534077,1153563,535186,0.04913695387886227,0.039308001039164854,0.0491426778123306
153,2019-12-29,484656,252172,92584,477396,228915,74151,23731,9878,4533,3659169,1517817,695410,0.04896462645670331,0.03917167647478705,0.04896094357556381
309,2019-12-30,131594,75280,29161,127635,68092,23428,6376,2918,1413,1051524,466861,221686,0.048452057084669514,0.03876195536663124,0.04845512842495113
468,2019-12-31,110805,61766,24968,107663,55787,20137,5366,2393,1209,835486,382081,181509,0.048427417535309776,0.0387429977657611,0.04842198013457225
