,date,clicks_A,clicks_B,clicks_C,cost_A,cost_B,cost_C,bookings_A,bookings_B,bookings_C,booking_rev_A,booking_rev_B,booking_rev_C,booking_con_A,booking_con_B,booking_con_C
83,2019-07-14,9253,7129,320377,4799,3579,258807,240,148,8307,38549,24442,1283013,0.025937533772830434,0.02076027493337074,0.02592882759998377
239,2019-07-15,7920,6550,267653,4100,3311,215165,204,135,6907,32066,21086,1040833,0.025757575757575757,0.020610687022900764,0.02580580079431204
398,2019-07-16,7049,5314,233118,3652,2658,187039,181,109,5985,27921,17383,917667,0.025677401049794296,0.020511855476100866,0.025673693151108023
557,2019-07-17,5537,4821,215715,2831,2422,174322,141,98,5509,22075,15285,878718,0.025465053277948346,0.020327732835511304,0.025538326032033005
713,2019-07-18,5409,4674,197183,2787,2365,159258,137,95,5007,22583,16063,801192,0.02532815677574413,0.02032520325203252,0.025392655553470634
869,2019-07-19,4457,5471,179095,2251,2835,143533,113,110,4522,17559,17896,691296,0.025353376710792012,0.020106013525863643,0.02524916943521595
1025,2019-07-20,3556,3307,164445,1795,1654,134058,89,66,4126,13823,10724,635356,0.025028121484814397,0.01995766555790747,0.025090455775487245
86,2019-07-21,6095,6384,295681,3050,3213,240380,152,127,7372,23204,20978,1198192,0.02493847415914684,0.019893483709273182,0.02493227498554185
242,2019-07-22,4698,5062,249587,2338,2542,204048,116,100,6182,17831,15250,986408,0.024691358024691357,0.019755037534571317,0.02476891825295388
401,2019-07-23,4506,5180,217059,2223,2601,173814,111,102,5340,16899,15329,839604,0.02463382157123835,0.019691119691119693,0.02460160601495446
560,2019-07-24,3608,4385,201865,1772,2206,163931,88,86,4931,14345,13222,754802,0.024390243902439025,0.019612314709236033,0.02442721620885245
716,2019-07-25,3189,4167,186035,1547,2091,150060,77,81,4512,12114,12786,683713,0.02414550015678896,0.019438444924406047,0.024253500685354906
872,2019-07-26,2898,4160,170241,1403,2107,137156,70,80,4098,11102,13165,639589,0.024154589371980676,0.019230769230769232,0.024071757097291487
1028,2019-07-27,2406,3679,155460,1152,1857,125308,57,70,3714,8786,11521,586167,0.02369077306733167,0.019026909486273443,0.02389038981088383
89,2019-07-28,4098,6794,281279,1947,3438,226693,97,129,6668,14742,19972,1015308,0.023670082967301123,0.0189873417721519,0.023706000092434912
245,2019-07-29,3520,6069,237634,1670,3082,190869,83,114,5589,13227,17483,926547,0.023579545454545454,0.018783984181908058,0.02351936170749977
404,2019-07-30,2788,4707,209825,1309,2359,169021,65,88,4895,9786,13334,790001,0.023314203730272598,0.01869555980454642,0.023328964613368284
563,2019-07-31,2237,4420,195586,1037,2230,158501,52,82,4526,7946,13117,702042,0.0232454179704962,0.018552036199095023,0.023140715593140612
719,2019-08-01,2188,4251,180979,1018,2148,146178,50,78,4154,7661,11984,651927,0.022851919561243144,0.01834862385321101,0.02295293929129899
875,2019-08-02,1671,3144,165643,776,1581,136694,38,58,3804,5706,9249,582164,0.022740873728306403,0.018447837150127225,0.02296505134536322
1031,2019-08-03,1678,3321,148982,775,1670,120543,39,61,3424,5983,9533,581745,0.023241954707985697,0.018367961457392352,0.02298264219838638
92,2019-08-04,3322,6389,266239,1539,3211,213307,76,118,6125,11464,17870,932996,0.022877784467188442,0.018469244013147597,0.023005645303655738
248,2019-08-05,2795,5756,222698,1294,2917,178207,64,106,5129,9622,16793,830156,0.02289803220035778,0.01841556636553162,0.023031190221735266
407,2019-08-06,2349,4487,194384,1086,2249,156053,54,83,4483,8183,13712,719295,0.022988505747126436,0.018497882772453754,0.023062597744670343
566,2019-08-07,2241,4225,178795,1037,2117,143052,52,78,4130,7966,12229,638413,0.02320392681838465,0.018461538461538463,0.02309907995190022
722,2019-08-08,2099,3641,164010,980,1821,132011,49,67,3794,7741,10847,614694,0.023344449737970462,0.018401538039000274,0.023132735808792146
878,2019-08-09,1872,3382,149414,872,1696,120309,43,63,3463,6469,9872,524699,0.022970085470085472,0.01862803075103489,0.023177212309422143
1034,2019-08-10,1804,3184,135004,842,1595,108009,42,59,3135,6763,9388,477728,0.02328159645232816,0.018530150753768845,0.023221534176765132
95,2019-08-11,3171,6077,242154,1479,3074,194137,74,113,5635,11577,17829,928773,0.023336486912645855,0.01859470133289452,0.023270315584297596
251,2019-08-12,2549,4929,203647,1189,2497,164300,59,92,4749,8878,14139,721580,0.02314633189486073,0.018665043619395416,0.02331976410160719
410,2019-08-13,2382,4392,177331,1115,2220,142304,56,82,4145,8581,12407,650983,0.023509655751469353,0.018670309653916212,0.02337436770784578
569,2019-08-14,2212,3755,163909,1039,1884,131852,52,70,3840,8100,10678,586780,0.023508137432188065,0.018641810918774968,0.02342763362597539
725,2019-08-15,2113,3539,150355,998,1783,121002,50,66,3531,7781,10225,547493,0.023663038334122102,0.01864933597061317,0.02348442020551362
881,2019-08-16,1927,2969,137587,913,1485,111185,45,56,3240,7563,8785,504463,0.0233523611831863,0.018861569552037723,0.02354873643585513
1037,2019-08-17,1725,2860,124701,821,1449,101292,41,54,2944,6417,8157,478516,0.023768115942028985,0.01888111888111888,0.02360847146374127
98,2019-08-18,3047,4755,225001,1446,2386,182823,72,90,5326,11663,15036,848174,0.023629799803085,0.01892744479495268,0.023671005906640414
254,2019-08-19,2851,4510,188722,1355,2269,151447,68,86,4480,10922,13500,730620,0.023851280252542968,0.019068736141906874,0.023738620828520258
413,2019-08-20,2259,3607,165255,1077,1824,134775,54,69,3934,8180,10825,591068,0.02390438247011952,0.019129470474078182,0.02380563371758797
572,2019-08-21,2325,3399,152312,1118,1714,123509,56,65,3637,8548,10642,588104,0.024086021505376344,0.019123271550456015,0.02387861757445244
728,2019-08-22,2134,3341,139807,1027,1700,113474,51,64,3348,8094,9860,502504,0.023898781630740395,0.019155941334929663,0.023947298776170006
884,2019-08-23,2077,2998,127764,1000,1512,102985,50,58,3069,7579,8818,481540,0.02407318247472316,0.019346230820547032,0.024020850943927866
1040,2019-08-24,2004,2791,115891,967,1403,92849,48,54,2792,7228,8831,423665,0.023952095808383235,0.01934790397706915,0.024091603316909856
101,2019-08-25,3358,4443,209813,1635,2240,171254,81,86,5071,13355,14272,812957,0.024121500893388922,0.019356290794508214,0.024169141092306005
257,2019-08-26,3182,4014,176364,1549,2012,141831,77,78,4276,11902,12311,664426,0.024198617221873036,0.01943198804185351,0.02424531083441065
416,2019-08-27,2929,3725,154184,1430,1874,123511,71,72,3750,11243,11255,567206,0.02424035506998976,0.019328859060402683,0.024321589788823744
575,2019-08-28,2908,3428,142840,1430,1721,114308,71,67,3485,11314,10238,538617,0.024415405777166437,0.019544924154025672,0.02439792775133016
731,2019-08-29,2576,3113,132067,1262,1562,105838,63,61,3232,9524,9608,491694,0.024456521739130436,0.019595245743655638,0.024472426874238076
887,2019-08-30,2656,3036,120862,1321,1536,96891,65,60,2968,10476,9116,504743,0.02447289156626506,0.019762845849802372,0.024556932700104252
1043,2019-08-31,2153,2533,110860,1063,1276,89571,53,50,2730,8308,7885,442127,0.024616813748258245,0.01973943939992104,0.02462565397799026
104,2019-09-01,4091,4465,200862,2023,2233,161627,101,88,4962,16077,13368,805104,0.024688340259105355,0.019708846584546472,0.024703527795202677
260,2019-09-02,3509,3728,170349,1742,1865,137392,87,74,4221,13685,11617,650477,0.024793388429752067,0.01984978540772532,0.024778542873747426
419,2019-09-03,3171,3792,149494,1582,1935,120732,79,75,3715,12871,11307,576582,0.02491327656890571,0.01977848101265823,0.024850495672067107
578,2019-09-04,2992,2956,139981,1503,1482,113703,75,59,3489,11510,9506,530072,0.025066844919786096,0.019959404600811907,0.024924811224380453
734,2019-09-05,3056,2930,129181,1545,1473,104258,76,59,3229,11975,8987,486961,0.024869109947643978,0.020136518771331057,0.0249959359348511
890,2019-09-06,2474,2593,119483,1240,1307,97247,62,52,2994,9619,8275,451714,0.025060630557801132,0.020053991515618975,0.02505795803587121
1046,2019-09-07,2636,2762,108657,1329,1400,87173,66,56,2730,10819,8960,433541,0.02503793626707132,0.020275162925416364,0.02512493442668213
107,2019-09-08,4869,5045,197405,2454,2554,158019,123,102,4972,19322,16026,764862,0.025261860751694395,0.020218037661050545,0.025186798713305134
263,2019-09-09,4062,4097,168147,2051,2071,135244,103,83,4245,15640,13269,636768,0.02535696701132447,0.020258725896997804,0.025245767096647578
422,2019-09-10,3636,3458,148662,1844,1743,119889,92,70,3761,15719,10708,591906,0.025302530253025302,0.020242914979757085,0.02529900041705345
581,2019-09-11,3512,3156,138992,1781,1579,111642,89,64,3523,13562,10478,540365,0.025341685649202732,0.020278833967046894,0.025346782548635892
737,2019-09-12,3240,2947,129436,1657,1489,104937,82,60,3286,13182,9181,497309,0.025308641975308643,0.02035968781812012,0.025387063877128465
893,2019-09-13,2816,2784,120021,1433,1414,97603,72,57,3052,11142,8594,487360,0.02556818181818182,0.020474137931034482,0.02542888327875955
1049,2019-09-14,2798,2556,110276,1426,1288,88971,71,52,2808,10983,8366,431566,0.025375268048606146,0.02034428794992175,0.025463382785012152
110,2019-09-15,5207,4380,201668,2662,2191,162853,133,89,5141,20113,13558,795140,0.025542538889955828,0.020319634703196348,0.025492393438721065
266,2019-09-16,4460,3921,172177,2280,1973,138970,114,80,4393,17268,12323,669323,0.025560538116591928,0.0204029584289722,0.0255144415340028
425,2019-09-17,4130,3709,152040,2118,1877,122380,105,76,3882,16273,12090,598068,0.025423728813559324,0.020490698301428956,0.0255327545382794
584,2019-09-18,3639,3109,143079,1862,1560,115848,93,64,3654,14792,9613,552103,0.025556471558120363,0.020585397233837247,0.025538338959595747
740,2019-09-19,3891,3324,132549,2007,1681,106289,99,68,3386,15681,10668,522155,0.025443330763299923,0.02045728038507822,0.02554527005107545
896,2019-09-20,3437,3027,123205,1760,1526,98716,88,62,3146,13758,9533,492252,0.025603724178062264,0.020482325735051207,0.025534677975731505
1052,2019-09-21,3047,2623,113852,1556,1315,91409,78,54,2906,12005,8392,444130,0.02559894978667542,0.020587113991612657,0.025524364965042335
113,2019-09-22,5504,4856,208251,2818,2448,167927,140,99,5312,21932,15706,844024,0.025436046511627907,0.020387149917627675,0.025507680635387105
269,2019-09-23,5008,4391,177599,2571,2217,142418,128,90,4525,19488,15889,698581,0.025559105431309903,0.020496470052379867,0.02547874706501726
428,2019-09-24,4273,4036,157790,2180,2044,126386,109,82,4015,17008,12456,609696,0.025509010063187457,0.020317145688800792,0.025445211990620446
587,2019-09-25,3741,3550,148812,1910,1800,120393,95,72,3781,15524,11492,587036,0.025394279604383854,0.02028169014084507,0.02540789721259038
743,2019-09-26,3626,3404,138963,1843,1717,111420,92,69,3524,14055,11742,530481,0.0253723110865968,0.02027027027027027,0.02535926829443809
899,2019-09-27,3123,3169,129127,1585,1611,104374,79,64,3268,12397,9770,495157,0.025296189561319245,0.020195645313979174,0.02530841729460144
1055,2019-09-28,3062,2848,118835,1555,1433,95346,77,58,3000,11781,9115,492360,0.025146962769431742,0.020365168539325844,0.02524508772667985
116,2019-09-29,5406,5511,217013,2727,2786,173649,136,111,5464,20760,16801,828660,0.025157232704402517,0.020141535111594992,0.02517821512996917
272,2019-09-30,4312,4599,185785,2169,2332,149566,108,92,4663,17714,14362,735863,0.02504638218923933,0.020004348771472058,0.02509890464784563
431,2019-10-01,4034,3867,164733,2031,1936,131852,101,77,4122,15395,11781,646434,0.025037183936539417,0.01991207654512542,0.02502230882701098
590,2019-10-02,3526,3491,154890,1772,1752,124905,88,70,3862,14272,11460,585623,0.024957458876914352,0.02005156115726153,0.024933824004131966
746,2019-10-03,3239,3403,144420,1614,1706,115654,80,68,3587,12647,10297,548629,0.02469898116702686,0.01998236849838378,0.02483728015510317
902,2019-10-04,2884,3133,134078,1431,1571,107517,71,62,3317,11076,9947,518239,0.024618585298196948,0.01978933929141398,0.024739330837273827
1058,2019-10-05,2437,2926,123646,1201,1476,99574,60,58,3045,9488,9200,471416,0.024620434961017644,0.019822282980177717,0.024626757032172493
119,2019-10-06,3950,4756,226338,1944,2395,184727,97,93,5549,15411,14936,855973,0.024556962025316455,0.0195542472666106,0.024516431178149493
275,2019-10-07,3823,4733,191597,1881,2391,153756,93,92,4674,14885,13931,723059,0.02432644520010463,0.019437988590745827,0.024394953991972734
434,2019-10-08,3205,3917,169762,1567,1963,136296,78,76,4120,11788,12295,626218,0.024336973478939157,0.01940260403369926,0.024269271097183114
593,2019-10-09,2713,3871,158722,1312,1957,127650,65,75,3830,9903,11775,638357,0.02395871728713601,0.01937483854301214,0.02413024029435113
749,2019-10-10,2475,3393,147788,1191,1698,118530,59,65,3546,9262,10045,548716,0.02383838383838384,0.019157088122605363,0.023993828998294855
905,2019-10-11,2096,3124,136719,1006,1577,110657,50,60,3260,7832,9263,494654,0.02385496183206107,0.019206145966709345,0.023844527827149117
1061,2019-10-12,1809,2805,125550,858,1405,101120,43,53,2974,6466,8215,460701,0.02377003869541183,0.01889483065953654,0.023687773795300678
122,2019-10-13,3117,5335,227667,1467,2686,183229,73,100,5357,10975,15467,815753,0.023419955085017645,0.01874414245548266,0.023529980190365753
278,2019-10-14,2492,4709,192948,1165,2383,155325,58,88,4508,9319,13794,743467,0.023274478330658106,0.018687619452112975,0.02336380786533159
437,2019-10-15,2093,3808,170130,978,1917,137746,49,71,3945,7662,11451,603118,0.023411371237458192,0.018644957983193277,0.023188150238053252
596,2019-10-16,1686,3441,158556,777,1733,128922,39,63,3647,6459,9673,575943,0.023131672597864767,0.018308631211857017,0.023001337067029944
752,2019-10-17,1637,3558,146149,747,1789,116940,37,65,3334,5719,9792,520436,0.022602321319486866,0.018268690275435637,0.02281233535638287
908,2019-10-18,1397,2930,134366,637,1466,108432,32,53,3038,4925,8032,461311,0.02290622763063708,0.01808873720136519,0.022609886429602728
1064,2019-10-19,1134,2780,122212,510,1399,98670,25,50,2738,4012,7525,440753,0.02204585537918871,0.017985611510791366,0.022403691945144504
125,2019-10-20,2021,5360,219943,903,2704,176527,45,95,4880,6966,14438,752991,0.022266204849084613,0.017723880597014924,0.02218756677866538
281,2019-10-21,1282,4076,186032,563,2069,152229,28,72,4085,4629,11230,619878,0.0218408736349454,0.017664376840039256,0.02195858776984605
440,2019-10-22,1264,3737,162127,553,1873,130173,27,65,3522,4166,10405,529532,0.021360759493670885,0.017393631255017392,0.021723710424543723
599,2019-10-23,993,3608,149637,428,1827,120677,21,62,3213,3188,9620,531564,0.021148036253776436,0.017184035476718405,0.021471962148399127
755,2019-10-24,865,3274,136977,368,1644,109692,18,56,2906,2751,9057,467942,0.020809248554913295,0.01710445937690898,0.021215240514830955
911,2019-10-25,699,2804,124692,294,1403,100280,15,47,2611,2256,7333,392029,0.02145922746781116,0.016761768901569187,0.02093959516248035
1067,2019-10-26,521,2536,112447,216,1279,91068,11,42,2323,1668,6709,355552,0.02111324376199616,0.016561514195583597,0.020658621394968296
128,2019-10-27,909,4694,200536,371,2349,160457,19,76,4083,2882,12053,628111,0.020902090209020903,0.016190881976991905,0.020360434036781425
284,2019-10-28,576,3342,167350,231,1673,136624,12,54,3355,1922,8168,507781,0.020833333333333332,0.01615798922800718,0.0200478040035853
443,2019-10-29,483,3500,143465,190,1768,115290,10,55,2828,1510,8490,437935,0.020703933747412008,0.015714285714285715,0.019712124908514272
602,2019-10-30,403,3178,130432,157,1602,104583,8,49,2526,1223,8074,414879,0.019851116625310174,0.015418502202643172,0.019366413150147203
758,2019-10-31,382,2828,123548,149,1415,99148,7,44,2396,1094,6610,367980,0.01832460732984293,0.015558698727015558,0.01939327225046136
914,2019-11-01,338,2651,116239,132,1335,93920,7,41,2257,1061,6152,348719,0.020710059171597635,0.015465861938890985,0.019416891060659504
1070,2019-11-02,324,2638,108435,127,1339,87606,6,41,2110,967,6210,317561,0.018518518518518517,0.0155420773313116,0.019458661871167057
131,2019-11-03,644,4736,201109,251,2372,160945,13,74,3921,2121,11596,631465,0.020186335403726708,0.015625,0.019496889746356452
287,2019-11-04,538,3810,174622,211,1910,141236,11,60,3413,1740,9712,513187,0.020446096654275093,0.015748031496062992,0.019545074503785318
446,2019-11-05,530,3725,156787,209,1877,126074,10,58,3073,1591,8767,486960,0.018867924528301886,0.015570469798657718,0.019599839272388654
605,2019-11-06,493,3479,149323,194,1750,120138,10,55,2935,1519,8482,442425,0.02028397565922921,0.015809140557631503,0.019655377939098464
761,2019-11-07,502,3386,141294,200,1708,113658,10,53,2786,1573,8100,441557,0.0199203187250996,0.015652687536916714,0.019717751638427674
917,2019-11-08,469,2845,133371,188,1428,108268,9,45,2639,1378,7159,428765,0.019189765458422176,0.015817223198594025,0.0197869101978691
1073,2019-11-09,430,3053,124304,171,1549,100230,9,48,2468,1445,7261,372229,0.020930232558139535,0.015722240419259743,0.01985455013515253
134,2019-11-10,794,5510,230643,317,2803,187131,16,88,4595,2562,13246,690570,0.020151133501259445,0.015970961887477313,0.019922564309343877
290,2019-11-11,766,4632,199978,308,2331,161155,15,74,3999,2281,11863,603137,0.0195822454308094,0.015975820379965457,0.019997199691966117
449,2019-11-12,693,4156,179915,280,2101,145637,14,67,3612,2112,10162,545187,0.020202020202020204,0.016121270452358036,0.020076147069449463
608,2019-11-13,757,3995,171044,308,2000,136947,15,64,3448,2270,9603,543241,0.019815059445178335,0.01602002503128911,0.020158555693271907
764,2019-11-14,654,3637,162090,265,1827,130915,13,59,3280,2013,8986,498398,0.019877675840978593,0.016222161121803684,0.020235671540502192
920,2019-11-15,581,3174,152752,237,1598,124784,12,52,3104,1916,7839,474844,0.020654044750430294,0.01638311279143037,0.02032051953493244
1076,2019-11-16,654,3376,142133,267,1694,113822,13,55,2900,1952,8602,436012,0.019877675840978593,0.016291469194312798,0.02040342496112796
137,2019-11-17,1227,5924,263532,504,2965,211997,25,97,5400,4093,16018,827712,0.020374898125509373,0.01637407157326131,0.0204908701789536
293,2019-11-18,1068,5075,228147,440,2539,183694,22,84,4695,3413,13544,706018,0.020599250936329586,0.016551724137931035,0.020578837328564477
452,2019-11-19,986,4717,204748,410,2384,165800,20,78,4232,3128,11864,656574,0.02028397565922921,0.016535933856264576,0.02066931056713619
611,2019-11-20,1036,4875,193985,432,2469,155699,22,81,4027,3369,12299,606600,0.021235521235521235,0.016615384615384615,0.02075933706214398
767,2019-11-21,961,4341,183527,403,2198,148411,20,72,3826,3178,11441,621456,0.02081165452653486,0.0165860400829302,0.020847068823660823
923,2019-11-22,971,4287,171983,407,2164,137752,20,72,3602,3022,11060,549939,0.02059732234809475,0.016794961511546535,0.020943930504759192
1079,2019-11-23,847,3441,160846,357,1726,130473,18,58,3384,2884,8933,521528,0.021251475796930343,0.01685556524266202,0.02103875756935205
140,2019-11-24,1588,6996,296433,672,3564,241196,34,118,6265,5340,18123,953928,0.021410579345088162,0.016866781017724413,0.021134624012846073
296,2019-11-25,1515,5978,255765,651,3050,208690,32,102,5431,4885,16076,846043,0.021122112211221122,0.01706256273001004,0.02123433620706508
455,2019-11-26,1476,5738,228542,631,2907,183525,31,98,4876,5093,14916,740822,0.02100271002710027,0.017079121645172533,0.021335246913040055
614,2019-11-27,1315,4533,217380,565,2271,176706,28,78,4659,4338,12625,723563,0.02129277566539924,0.017207147584381206,0.02143251449075352
770,2019-11-28,1278,4528,204392,551,2288,166244,28,78,4402,4381,12157,704394,0.02190923317683881,0.017226148409893994,0.02153704645974402
926,2019-11-29,1413,4496,190768,613,2252,152677,31,78,4128,4845,12427,635601,0.021939136588818117,0.017348754448398576,0.0216388492828986
1082,2019-11-30,1321,4156,177197,576,2090,142413,29,72,3852,4609,11073,589588,0.02195306585919758,0.017324350336862367,0.02173851701778247
143,2019-12-01,2459,7355,326594,1075,3688,263086,54,129,7134,8304,19839,1148199,0.021960146400976006,0.017539089055064582,0.021843634604432415
299,2019-12-02,1949,5608,281959,859,2819,231317,43,98,6187,6853,15206,930733,0.022062596203181118,0.01747503566333809,0.0219429065928025
458,2019-12-03,1930,5591,251029,853,2821,203800,43,99,5534,6761,15123,864325,0.02227979274611399,0.017707029153997494,0.022045261702831147
617,2019-12-04,2012,6136,236003,894,3135,190292,45,109,5226,7043,16365,783966,0.022365805168986085,0.017764015645371577,0.022143786307801172
773,2019-12-05,1946,5208,222143,869,2629,179273,43,93,4941,6590,13965,782900,0.022096608427543678,0.017857142857142856,0.0222424294260904
929,2019-12-06,1993,4995,207011,895,2516,166096,45,89,4625,7554,13435,700806,0.022579026593075764,0.017817817817817817,0.022341807923250457
1085,2019-12-07,1631,3850,192786,733,1926,157276,37,69,4326,5655,10975,682134,0.022685469037400367,0.017922077922077922,0.02243938875229529
146,2019-12-08,3253,8835,352137,1467,4514,285177,73,159,7934,11299,23906,1305580,0.022440823854903168,0.01799660441426146,0.022531003558274195
302,2019-12-09,2630,5876,304188,1190,2940,249296,59,106,6882,9141,16019,1055498,0.022433460076045627,0.018039482641252554,0.02262416663379226
461,2019-12-10,2847,6564,269165,1300,3327,217035,65,119,6113,9759,18075,918605,0.0228310502283105,0.018129189518586226,0.022710976538554417
620,2019-12-11,2791,6187,253451,1283,3142,204742,64,113,5779,9700,17862,897982,0.02293084915800788,0.01826410214966866,0.02280125152396321
776,2019-12-12,2652,5325,237892,1217,2667,191558,61,97,5444,9344,15033,848768,0.023001508295625944,0.018215962441314553,0.022884334067560068
932,2019-12-13,2239,5467,221203,1034,2822,181362,51,100,5081,8301,15287,807738,0.022778025904421618,0.018291567587342236,0.022969851222632603
1088,2019-12-14,2380,4562,204623,1101,2289,165132,55,84,4716,8571,13226,722801,0.023109243697478993,0.01841297676457694,0.023047262526695436
149,2019-12-15,4701,8920,374076,2180,4480,299731,109,165,8651,16862,25697,1373538,0.02318655605190385,0.018497757847533634,0.02312631657738
305,2019-12-16,3962,7834,320226,1843,3968,257922,92,145,7429,13953,21937,1127870,0.023220595658758204,0.01850906305846311,0.023199240536371186
464,2019-12-17,3698,7035,284325,1728,3563,228653,86,131,6617,12972,20084,1006733,0.023255813953488372,0.018621179815209665,0.023272663325419853
623,2019-12-18,3524,6444,267287,1649,3251,214830,82,120,6239,12936,18638,951257,0.023269012485811577,0.0186219739292365,0.023341950786981782
779,2019-12-19,3495,7131,248473,1643,3665,199062,82,134,5816,12444,20539,940136,0.0234620886981402,0.01879119338101248,0.023406969771363487
935,2019-12-20,3063,4862,232684,1449,2437,189121,72,91,5461,11202,14419,886211,0.023506366307541625,0.01871657754010695,0.023469598253425247
1091,2019-12-21,3017,4943,213848,1422,2478,171695,71,93,5031,11563,14113,799130,0.023533311236327476,0.018814485130487557,0.023526055890164977
152,2019-12-22,5087,8547,391793,2399,4302,318079,120,161,9240,18855,24500,1399707,0.023589541969726756,0.018837018837018837,0.02358388230519688
308,2019-12-23,4834,7386,334107,2294,3695,269194,114,140,7897,17454,22356,1285113,0.023582954075299957,0.018954779312212292,0.02363614051785805
467,2019-12-24,4030,6158,296820,1912,3081,241034,95,117,7031,14272,18245,1101402,0.02357320099255583,0.018999675219227023,0.02368775688969746
626,2019-12-25,4026,5998,277769,1920,3006,224872,96,114,6593,14468,18274,1052330,0.02384500745156483,0.019006335445148383,0.023735550043381373
782,2019-12-26,4221,5902,258208,2026,2955,207298,100,112,6140,16223,17601,939564,0.02369106846718787,0.018976618095560827,0.023779278721031107
938,2019-12-27,3811,5768,239062,1819,2899,191418,91,110,5694,13693,17309,913487,0.023878247179218052,0.019070735090152564,0.02381808903129732
1094,2019-12-28,3249,4711,220781,1555,2362,179025,78,90,5267,12075,14064,839818,0.024007386888273315,0.0191042241562301,0.02385621951164276
155,2019-12-29,6959,10354,399984,3357,5249,320158,166,198,9555,26167,31343,1440969,0.023854002011783303,0.01912304423411242,0.02388845553822153
311,2019-12-30,5453,7773,342602,2626,3912,276803,130,149,8195,20947,23108,1255200,0.0238400880249404,0.019168918049659076,0.023919883713463437
470,2019-12-31,4392,6938,303577,2105,3521,247070,105,133,7269,16539,20517,1095822,0.02390710382513661,0.019169789564716058,0.02394450172443894
