,date,ttt_group,clicks_A,clicks_B,clicks_C,cost_A,cost_B,cost_C,bookings_A,bookings_B,bookings_C,booking_rev_A,booking_rev_B,booking_rev_C,booking_con_A,booking_con_B,booking_con_C,profit_A,profit_B,profit_C
349,2019-03-26,medium,238055,19870,223033,195281,11950,181473,9752,651,9137,1562717,100268,1408157,0.04096532313961059,0.03276295923502768,0.040967031784534126,234407.55,15040.2,211223.55
350,2019-03-26,long,4113,10423,471080,1833,5219,379800,91,185,10463,13940,27783,1718959,0.02212496960855823,0.017749208481243405,0.022210664855226287,2091.0,4167.45,257843.85
508,2019-03-27,medium,226408,19970,199685,187659,12219,162932,9272,654,8177,1425778,100578,1316067,0.04095261651531748,0.03274912368552829,0.04094949545534216,213866.7,15086.7,197410.05
507,2019-03-27,short,668122,394980,150861,648321,358901,121542,32231,15244,7278,5111918,2508678,1135903,0.04824118948335783,0.03859435920806117,0.04824308469385726,766787.7,376301.7,170385.45
509,2019-03-27,long,3582,10549,443031,1599,5390,361158,80,188,9860,12856,28564,1641041,0.02233389168062535,0.01782159446393023,0.022255778940977043,1928.4,4284.6,246156.15
663,2019-03-28,short,619219,366821,144701,598587,332134,116636,29873,14157,6981,4604402,2330058,1101786,0.04824302871843403,0.038593755537441966,0.04824431068202708,690660.3,349508.7,165267.9
664,2019-03-28,medium,213271,18598,179682,174970,11248,144289,8730,609,7355,1391264,94494,1106440,0.040933835355017795,0.032745456500699,0.04093342683184738,208689.6,14174.1,165966.0
665,2019-03-28,long,3620,8696,415805,1622,4349,337181,81,155,9274,12180,23339,1478965,0.022375690607734807,0.01782428702851886,0.022303724101441783,1827.0,3500.85,221844.75
821,2019-03-29,long,3724,9037,385731,1672,4532,309286,83,162,8621,13026,25174,1365888,0.02228786251342642,0.017926302976651542,0.02234977225060988,1953.9,3776.1,204883.2
820,2019-03-29,medium,185707,17571,174161,152175,10723,141573,7598,575,7126,1248391,87520,1082670,0.04091391277657816,0.032724375391269704,0.040916163779491393,187258.65,13128.0,162400.5
819,2019-03-29,short,571224,342093,133213,552254,310202,107361,27559,13204,6427,4188469,2044265,978612,0.04824552189683907,0.0385976912710871,0.04824604205295279,628270.35,306639.75,146791.8
975,2019-03-30,short,528203,319578,113661,514074,292094,91293,25485,12335,5484,4061279,1891656,909140,0.048248495370151245,0.038597775816858484,0.04824873967323884,609191.85,283748.4,136371.0
976,2019-03-30,medium,168364,15953,159421,137877,9731,129666,6885,522,6519,1054242,79259,981978,0.040893540186738256,0.032721118284962075,0.04089172693685274,158136.3,11888.85,147296.7
977,2019-03-30,long,3121,7745,357412,1401,3895,290192,70,139,8005,10726,20930,1246158,0.02242870874719641,0.017947062621045836,0.022397121529215584,1608.9,3139.5,186923.7
37,2019-03-31,medium,323251,27985,269673,264634,16873,215827,13210,915,11020,2099356,145398,1789976,0.04086607620703416,0.03269608718956584,0.040864306029895464,314903.4,21809.7,268496.4
36,2019-03-31,short,952968,583955,214265,925075,533201,172597,45980,22540,10338,6999965,3387364,1625435,0.04824925915665584,0.038598864638542354,0.04824866403752363,1049994.75,508104.6,243815.25
38,2019-03-31,long,6071,14718,654177,2738,7416,529644,136,264,14685,22551,39809,2227538,0.022401581288090923,0.017937219730941704,0.02244805304986265,3382.65,5971.35,334130.7
193,2019-04-01,medium,268889,22766,232690,220047,13683,187012,10981,744,9502,1658957,114292,1450726,0.04083841287668889,0.03268031274707898,0.0408354463019468,248843.55,17143.8,217608.9
194,2019-04-01,long,5253,13949,559008,2374,7121,452688,118,251,12576,18961,39441,1983108,0.022463354273748334,0.017994121442397305,0.022496994676283702,2844.15,5916.15,297466.2
192,2019-04-01,short,821816,467564,201136,794106,421045,162998,39654,18049,9705,6208373,2815051,1548005,0.048251676774363116,0.03860220205148386,0.04825093469095537,931255.95,422257.65,232200.75
351,2019-04-02,short,750936,402717,162717,734307,364291,131428,36235,15546,7852,5700574,2453967,1189830,0.04825311344775054,0.03860279054522158,0.0482555602672124,855086.1,368095.05,178474.5
352,2019-04-02,medium,231357,21182,207133,188963,12831,166855,9441,691,8452,1500621,106274,1293666,0.04080706440695549,0.03262203757907658,0.04080470036160341,225093.15,15941.1,194049.9
353,2019-04-02,long,5096,11501,497476,2311,5774,399976,115,207,11217,17630,32056,1802579,0.022566718995290422,0.017998434918702722,0.022547821402439515,2644.5,4808.4,270386.85
512,2019-04-03,long,5106,11099,467148,2323,5564,373749,115,201,10557,17680,31944,1621948,0.02252252252252252,0.018109739616181637,0.022598833774307072,2652.0,4791.6,243292.2
510,2019-04-03,short,654760,403642,170817,639149,370899,140964,31596,15582,8243,4743983,2484839,1261509,0.0482558494715621,0.03860351499596177,0.048256321092162956,711597.45,372725.85,189226.35
511,2019-04-03,medium,202571,17297,206416,165798,10409,169342,8259,564,8416,1278374,84798,1384895,0.04077089020639677,0.03260681042955426,0.04077203317572281,191756.1,12719.7,207734.25
666,2019-04-04,short,623042,371942,146513,604095,338110,118545,30066,14359,7070,4612624,2244042,1201209,0.04825677883673974,0.03860548149980373,0.048255103642680174,691893.6,336606.3,180181.35
667,2019-04-04,medium,192562,16506,184272,157195,9912,149603,7844,538,7506,1215304,81306,1151201,0.0407349321257569,0.03259420816672725,0.04073326387079969,182295.6,12195.9,172680.15
668,2019-04-04,long,4339,11085,436620,1970,5657,352705,98,201,9889,15792,31652,1595892,0.022585849274026272,0.018132611637347768,0.022648985387751362,2368.8,4747.8,239383.8
822,2019-04-05,short,591875,334890,126551,575055,303016,101391,28564,12929,6107,4308502,1958017,930254,0.04826019007391764,0.03860670667980531,0.04825722436013939,646275.3,293702.55,139538.1
823,2019-04-05,medium,181512,15618,163703,148257,9388,131996,7387,508,6662,1161526,77600,1040501,0.0406970338049275,0.03252657190421309,0.04069565004917442,174228.9,11640.0,156075.15
824,2019-04-05,long,4280,9627,406251,1949,4851,326813,97,175,9222,14669,26399,1464561,0.02266355140186916,0.018178040926560713,0.022700251814764764,2200.35,3959.85,219684.15
978,2019-04-06,short,540907,307860,115979,524716,278329,92809,26105,11886,5597,3924859,1883014,905905,0.04826153109499415,0.038608458390177354,0.04825873649540003,588728.85,282452.1,135885.75
980,2019-04-06,long,3878,8676,375154,1773,4387,303773,88,158,8536,14258,24681,1347364,0.022692109334708613,0.018211157215306594,0.022753322635504353,2138.7,3702.15,202104.6
979,2019-04-06,medium,164110,14234,150457,133885,8555,121421,6672,463,6117,1033756,74939,949997,0.040655657790506367,0.032527750456653085,0.040656134310799764,155063.4,11240.85,142499.55
40,2019-04-07,medium,302584,28504,263505,247013,17320,211425,12289,926,10702,1922928,144320,1712501,0.0406135155857547,0.032486668537749085,0.040614030094305614,288439.2,21648.0,256875.15
39,2019-04-07,short,926278,617026,208370,896071,567348,167282,44707,23824,10057,6730622,3609772,1623092,0.04826520763744794,0.03861101477085244,0.048265105341459905,1009593.3,541465.8,243463.8
41,2019-04-07,long,7623,16179,685621,3484,8124,549885,174,295,15637,27502,45449,2407652,0.022825659189295553,0.018233512578033254,0.022807061043929516,4125.3,6817.35,361147.8
196,2019-04-08,medium,235003,25051,243009,190916,15384,198248,9534,813,9859,1489979,129524,1518021,0.0405696948549593,0.03245379425971019,0.0405705138492813,223496.85,19428.6,227703.15
195,2019-04-08,short,807602,501247,177099,781106,456742,141695,38982,19356,8548,6354480,2975918,1308467,0.04826882548582099,0.038615692462997286,0.04826678863234688,953172.0,446387.7,196270.05
197,2019-04-08,long,6819,14294,585574,3140,7220,470456,156,261,13387,24237,41004,2044509,0.02287725472943247,0.01825940954246537,0.022861329225682833,3635.55,6150.6,306676.35
354,2019-04-09,short,736925,410486,160199,717811,371637,128944,35574,15853,7733,5450585,2435701,1213613,0.04827356922346236,0.03862007474067325,0.04827121267923021,817587.75,365355.15,182041.95
355,2019-04-09,medium,211807,21246,209202,171797,12928,169422,8584,689,8478,1311914,109587,1336832,0.040527461320919514,0.0324296338134237,0.0405254251871397,196787.1,16438.05,200524.8
356,2019-04-09,long,5630,12074,520718,2590,6111,421868,129,221,11932,20210,33155,1950716,0.022912966252220248,0.018303793274805368,0.022914514190022238,3031.5,4973.25,292607.4
513,2019-04-10,short,685769,376139,154344,665342,338542,124278,33109,14528,7452,4980814,2276614,1129095,0.048280105983210087,0.03862401931200966,0.04828176022391541,747122.1,341492.1,169364.25
514,2019-04-10,medium,188013,17078,206638,152277,10249,169349,7612,553,8366,1177551,86124,1328288,0.040486562099429295,0.03238084084787446,0.0404862609974932,176632.65,12918.6,199243.2
515,2019-04-10,long,5394,12101,487801,2482,6159,394130,124,222,11205,19432,34939,1711831,0.022988505747126436,0.018345591273448477,0.02297043261493929,2914.8,5240.85,256774.65
669,2019-04-11,short,633458,355598,135589,614493,320932,108477,30588,13737,6547,4925246,2185893,997668,0.04828733712416609,0.03863070096007289,0.04828562789016808,738786.9,327883.95,149650.2
671,2019-04-11,long,5680,10394,455570,2642,5213,366509,131,191,10490,22619,30561,1596531,0.02306338028169014,0.01837598614585338,0.023026099172465262,3392.85,4584.15,239479.65
670,2019-04-11,medium,188391,17290,176122,153189,10430,142012,7620,559,7123,1155674,84570,1081413,0.040447792091978914,0.032330827067669175,0.040443556171290355,173351.1,12685.5,162211.95
827,2019-04-12,long,5413,9665,422414,2518,4833,338723,125,178,9750,18879,27932,1467704,0.023092554960280804,0.018416968442834972,0.0230816213477773,2831.85,4189.8,220155.6
826,2019-04-12,medium,173308,17282,161770,141212,10556,130681,7003,559,6536,1051401,84909,982170,0.04040782883652226,0.03234579331095938,0.0404030413550102,157710.15,12736.35,147325.5
825,2019-04-12,short,569529,337123,126343,551162,305552,101291,27505,13025,6102,4303195,2055012,1005745,0.04829429230118221,0.03863575015647108,0.048297096000569875,645479.25,308251.8,150861.75
983,2019-04-13,long,4491,8293,390086,2089,4165,317032,104,154,9026,15895,24626,1433479,0.023157425963037187,0.018569878210539008,0.02313848741046846,2384.25,3693.9,215021.85
982,2019-04-13,medium,157254,15503,150525,127320,9396,121208,6348,501,6076,993565,75220,911477,0.0403678125834637,0.03231632587241179,0.040365387809334,149034.75,11283.0,136721.55
981,2019-04-13,short,514346,305847,121309,497091,276991,97871,24844,11819,5860,3738464,1816392,890389,0.04830211569643781,0.038643504758915405,0.04830639111689982,560769.6,272458.8,133558.35
42,2019-04-14,short,917909,577633,205170,888315,527565,164644,44344,22324,9912,6720062,3687902,1590375,0.04830979977318013,0.038647376448367736,0.048311156601842375,1008009.3,553185.3,238556.25
43,2019-04-14,medium,269280,25323,294318,218339,15279,241308,10860,817,11870,1664318,122683,1880798,0.04032976827094474,0.032263159973146945,0.04033052684511311,249647.7,18402.45,282119.7
44,2019-04-14,long,8894,18368,708344,4128,9334,568253,206,341,16431,31182,54276,2466050,0.023161682032831123,0.018564895470383275,0.023196356572512792,4677.3,8141.4,369907.5
199,2019-04-15,medium,241562,22580,237908,195314,13576,191994,9734,728,9587,1634095,109893,1452676,0.040296073057848505,0.03224092116917626,0.040297089631286045,245114.25,16483.95,217901.4
200,2019-04-15,long,7727,14494,605505,3594,7293,485826,180,270,14080,27626,40520,2247649,0.02329493982140546,0.01862839795777563,0.023253317478798687,4143.9,6078.0,337147.35
198,2019-04-15,short,783132,474592,177338,758485,431760,142654,37838,18345,8568,5782069,2934569,1329009,0.04831624809099871,0.03865425460184748,0.04831451803899897,867310.35,440185.35,199351.35
358,2019-04-16,medium,217441,22238,205024,175512,13498,164277,8754,716,8254,1364132,112734,1265056,0.040259196747623495,0.03219714003057829,0.04025870142032152,204619.8,16910.1,189758.4
359,2019-04-16,long,7050,13888,534939,3289,7052,428739,164,259,12471,25102,38967,2118242,0.02326241134751773,0.018649193548387098,0.023312938484574875,3765.3,5845.05,317736.3
357,2019-04-16,short,697804,403521,154594,677996,366122,124414,33720,15599,7470,5327340,2525501,1210270,0.048323024803526494,0.038657219822512336,0.04832011591652975,799101.0,378825.15,181540.5
516,2019-04-17,short,632267,385910,143380,615062,352942,115866,30555,14920,6929,5135545,2340587,1078835,0.048326102738241915,0.03866186416521987,0.0483261263774585,770331.75,351088.05,161825.25
518,2019-04-17,long,6503,12324,501699,3060,6281,406347,152,230,11725,23437,35341,1798738,0.02337382746424727,0.01866277182732879,0.02337058674623629,3515.55,5301.15,269810.7
517,2019-04-17,medium,198499,22220,196319,160100,13630,158123,7985,715,7898,1254622,108803,1196416,0.04022690290631187,0.03217821782178218,0.04023044127160387,188193.3,16320.45,179462.4
673,2019-04-18,medium,188494,17993,182938,152154,10828,147118,7577,579,7354,1160070,92458,1196749,0.04019756597026961,0.03217918079253043,0.0401994118225847,174010.5,13868.7,179512.35
674,2019-04-18,long,6938,12533,465311,3282,6383,372318,163,235,10902,26882,37599,1710415,0.023493802248486597,0.018750498683475624,0.02342949124349091,4032.3,5639.85,256562.25
672,2019-04-18,short,602779,323635,141239,587002,291591,114726,29132,12513,6826,4559689,1890235,1109494,0.04832948725818252,0.03866392695474841,0.04832942742443659,683953.35,283535.25,166424.1
828,2019-04-19,short,535726,307467,131025,519085,277940,106464,25892,11888,6332,4194288,1986033,1008381,0.04833067650254048,0.038664311942419836,0.04832665521846976,629143.2,297904.95,151257.15
829,2019-04-19,medium,173161,17890,170724,139424,10846,137218,6955,575,6857,1049056,88154,1043247,0.04016493321244391,0.03214086081609838,0.040164241700053886,157358.4,13223.1,156487.05
830,2019-04-19,long,5871,11255,431552,2763,5746,347547,138,212,10137,20995,31819,1536957,0.02350536535513541,0.018836072856508217,0.023489637401749964,3149.25,4772.85,230543.55
985,2019-04-20,medium,162744,16559,154697,131210,10033,123934,6532,532,6209,990040,84094,964798,0.04013665634370545,0.03212754393381243,0.040136524948770826,148506.0,12614.1,144719.7
986,2019-04-20,long,5717,9486,397047,2702,4776,318826,135,179,9351,22962,27253,1603379,0.02361378345285989,0.018869913556820578,0.023551367974068562,3444.3,4087.95,240506.85
984,2019-04-20,short,476487,297673,106828,460957,271525,85728,23028,11509,5163,3698704,1806645,842006,0.0483287057149513,0.03866323112946085,0.04833002583592317,554805.6,270996.75,126300.9
47,2019-04-21,long,8900,14892,727271,4211,7514,596599,210,281,17172,33632,43305,2586997,0.02359550561797753,0.01886919151222133,0.023611556077445684,5044.8,6495.75,388049.55
46,2019-04-21,medium,284570,30680,296785,230081,18777,241221,11415,984,11904,1748602,152500,1855940,0.04011315317847981,0.032073011734028684,0.040109843826338934,262290.3,22875.0,278391.0
45,2019-04-21,short,841713,521508,213527,814861,475546,174144,40677,20162,10319,6233062,3050563,1620625,0.048326448563821636,0.03866096013867477,0.04832644115264112,934959.3,457584.45,243093.75
201,2019-04-22,short,738279,407235,171787,718356,367847,139301,35674,15742,8301,5465212,2468144,1283164,0.048320485886771805,0.03865581298267585,0.04832146786427378,819781.8,370221.6,192474.6
202,2019-04-22,medium,248337,28409,247898,199430,17398,199034,9955,911,9937,1620407,139268,1579706,0.04008665643862976,0.032067302615368366,0.04008503497406191,243061.05,20890.2,236955.9
203,2019-04-22,long,8223,12552,618725,3907,6288,504565,195,238,14647,30773,38036,2342342,0.023713973002553814,0.018961121733588274,0.023672875671744312,4615.95,5705.4,351351.3
361,2019-04-23,medium,208863,26268,231993,167355,16242,188345,8368,842,9294,1362834,127772,1476269,0.04006453991372335,0.032054210446170246,0.04006155358135806,204425.1,19165.8,221440.35
362,2019-04-23,long,7800,11851,545410,3709,5938,441023,185,225,12945,28017,35008,2011027,0.023717948717948717,0.018985739600033753,0.023734438312462185,4202.55,5251.2,301654.05
360,2019-04-23,short,636256,353481,151796,617725,318876,123205,30741,13663,7334,4784131,2116817,1137160,0.04831545792888397,0.03865271400725923,0.04831484360589212,717619.65,317522.55,170574.0
520,2019-04-24,medium,207832,20462,211886,167049,12309,170719,8322,655,8484,1311829,103684,1279453,0.040041956965241154,0.032010556152868734,0.04004039908252551,196774.35,15552.6,191917.95
519,2019-04-24,short,568638,347046,130662,550857,316071,105321,27470,13412,6312,4164057,2039144,990381,0.04830841414045491,0.03864617370607931,0.048307847729255636,624608.55,305871.6,148557.15
521,2019-04-24,long,7937,11965,508076,3797,6026,408824,189,228,12090,30321,34300,1922642,0.02381252362353534,0.019055578771416632,0.023795652618899536,4548.15,5145.0,288396.3
675,2019-04-25,short,535126,301390,118586,517590,271327,95008,25848,11646,5728,3892513,1904600,869180,0.04830264274208317,0.0386409635356183,0.048302497765334865,583876.95,285690.0,130377.0
676,2019-04-25,medium,186663,19078,207138,149621,11499,168208,7470,611,8290,1203632,94757,1269751,0.04001864322334903,0.032026417863507704,0.040021628093348395,180544.8,14213.55,190462.65
677,2019-04-25,long,8065,11975,470630,3892,6071,377556,192,229,11228,29213,35163,1688231,0.02380657160570366,0.019123173277661797,0.023857382657289164,4381.95,5274.45,253234.65
831,2019-04-26,short,482602,266705,118622,469435,240892,96822,23308,10305,5729,3843007,1710140,918444,0.04829652591576496,0.03863819575935959,0.04829626882028629,576451.05,256521.0,137766.6
833,2019-04-26,long,6476,10384,436311,3101,5275,353629,155,199,10436,24134,31774,1566771,0.023934527486102534,0.019164098613251156,0.023918718528755864,3620.1,4766.1,235015.65
832,2019-04-26,medium,178503,17442,189210,143461,10482,153178,7140,558,7569,1072646,87015,1185679,0.039999327742390886,0.03199174406604747,0.04000317107975265,160896.9,13052.25,177851.85
989,2019-04-27,long,7010,10228,398281,3387,5181,318853,168,196,9551,25827,31266,1441997,0.023965763195435093,0.019163081736409855,0.023980556441306516,3874.05,4689.9,216299.55
988,2019-04-27,medium,173484,17408,166056,140043,10542,133315,6937,557,6640,1094328,86512,1012398,0.03998639644001752,0.031996783088235295,0.03998651057474587,164149.2,12976.8,151859.7
987,2019-04-27,short,429284,259012,96082,416263,235784,77268,20730,10006,4640,3204212,1579303,720986,0.048289710308327356,0.03863141476070607,0.04829208384504902,480631.8,236895.45,108147.9
48,2019-04-28,short,784130,452778,171142,759775,409609,137096,37861,17489,8263,5734975,2743689,1241483,0.0482840855470394,0.03862599331239592,0.04828154398102161,860246.25,411553.35,186222.45
49,2019-04-28,medium,312628,31775,311993,250386,19123,249814,12496,1016,12470,1896341,155731,2015731,0.03997082794887214,0.03197482297403619,0.039968845454865974,284451.15,23359.65,302359.65
50,2019-04-28,long,11619,16001,727874,5593,8016,587643,279,308,17501,43016,47089,2940808,0.024012393493415957,0.019248796950190612,0.02404399662578963,6452.4,7063.35,441121.2
205,2019-04-29,medium,255136,29379,279982,204493,17972,227029,10194,939,11187,1586083,148788,1815427,0.03995516116894519,0.03196160522822424,0.03995614003757384,237912.45,22318.2,272314.05
204,2019-04-29,short,672405,370345,140579,654367,334517,112499,32462,14304,6787,5056460,2181899,1037103,0.04827745183334449,0.038623445706030865,0.0482789036769361,758469.0,327284.85,155565.45
206,2019-04-29,long,11133,14610,616272,5399,7330,493577,268,282,14856,41178,44277,2239051,0.02407257702326417,0.019301848049281315,0.024106238803645142,6176.7,6641.55,335857.65
365,2019-04-30,long,9398,13521,543288,4547,6846,436477,227,261,13130,34658,41719,1982776,0.0241540753351777,0.019303305968493455,0.02416766061462797,5198.7,6257.85,297416.4
364,2019-04-30,medium,247448,23870,232788,199582,14373,186330,9884,763,9299,1530179,119229,1482716,0.03994374575668423,0.031964809384164225,0.03994621715896009,229526.85,17884.35,222407.4
363,2019-04-30,short,542214,370080,121452,523887,340901,97331,26174,14292,5863,4154154,2201798,879982,0.04827245331179202,0.03861867704280156,0.04827421532786615,623123.1,330269.7,131997.3
522,2019-05-01,short,523035,326763,106721,511455,301282,85554,25246,12618,5151,4068765,1917178,875987,0.04826828032540843,0.03861514308535544,0.04826603948613675,610314.75,287576.7,131398.05
523,2019-05-01,medium,222569,22205,231565,178935,13383,187091,8888,709,9248,1426927,115025,1496266,0.03993368348691866,0.031929745552803424,0.03993695074817006,214039.05,17253.75,224439.9
524,2019-05-01,long,8838,11930,507304,4296,6021,409146,214,231,12291,34501,36156,1906188,0.024213622991627066,0.01936295054484493,0.02422807626196521,5175.15,5423.4,285928.2
679,2019-05-02,medium,197973,21053,228915,158224,12715,186305,7905,672,9140,1279070,103811,1504613,0.03992968738161264,0.03191944140977533,0.03992748400061158,191860.5,15571.65,225691.95
680,2019-05-02,long,8706,11833,469324,4243,5992,376491,211,230,11400,32708,36501,1811460,0.02423615897082472,0.01943716724414772,0.02429025577213183,4906.2,5475.15,271719.0
678,2019-05-02,short,488212,277804,115655,472262,250440,93446,23562,10726,5582,3693524,1691551,904012,0.04826182068445675,0.03860995522022721,0.04826423414465436,554028.6,253732.65,135601.8
835,2019-05-03,medium,196684,21003,201184,157693,12732,161757,7852,671,8031,1236829,103513,1210696,0.039921905188017325,0.031947816978526875,0.03991868140607603,185524.35,15526.95,181604.4
834,2019-05-03,short,437626,269836,101393,422771,245387,81587,21119,10417,4893,3361725,1582421,793909,0.04825810166671998,0.03860493040217021,0.048257769274013,504258.75,237363.15,119086.35
836,2019-05-03,long,8219,9740,433648,4035,4884,349497,200,190,10560,30032,29451,1673467,0.024333860566978952,0.019507186858316223,0.024351547799136626,4504.8,4417.65,251020.05
990,2019-05-04,short,389349,256975,91423,376376,235840,73736,18788,9920,4412,2955431,1557347,679911,0.04825490755080917,0.03860297694328242,0.048259190794439036,443314.65,233602.05,101986.65
991,2019-05-04,medium,172146,20457,196480,137993,12565,160124,6871,653,7843,1035518,104677,1251846,0.03991379410500389,0.03192061397076795,0.03991754885993486,155327.7,15701.55,187776.9
992,2019-05-04,long,7295,9202,396834,3571,4637,320093,178,180,9688,27440,27622,1610909,0.024400274160383824,0.019560965007607043,0.024413230721157964,4116.0,4143.3,241636.35
51,2019-05-05,short,737113,426786,172199,713956,386084,139069,35567,16474,8309,5632032,2575180,1256778,0.0482517605848764,0.03860014152291781,0.04825231273120053,844804.8,386277.0,188516.7
53,2019-05-05,long,13143,15754,721230,6443,7900,583326,322,308,17652,49237,47149,2878932,0.024499733698546754,0.019550590326266343,0.024474855455263924,7385.55,7072.35,431839.8
52,2019-05-05,medium,338579,34589,343898,271055,20821,275851,13514,1104,13726,2192373,173491,2100400,0.03991387534371594,0.031917661684350514,0.03991299745854875,328855.95,26023.65,315060.0
207,2019-05-06,short,620351,364773,147237,603139,331876,119597,29931,14080,7104,4568901,2305311,1148719,0.04824849157976694,0.03859934808771483,0.04824874182440555,685335.15,345796.65,172307.85
208,2019-05-06,medium,279509,30228,308266,223551,18308,249588,11156,965,12304,1678613,151848,1973929,0.03991284717128966,0.031924043932777556,0.03991358112798687,251791.95,22777.2,296089.35
209,2019-05-06,long,10788,12739,612719,5310,6402,499734,265,250,15034,42969,38758,2400084,0.02456433073785688,0.019624774315095378,0.024536533060016092,6445.35,5813.7,360012.6
366,2019-05-07,short,539629,339134,118371,526458,312194,95534,26035,13089,5711,3935658,2061669,868832,0.04824610982730728,0.03859536348464029,0.04824661445793311,590348.7,309250.35,130324.8
367,2019-05-07,medium,256650,26574,269846,206023,16067,217978,10244,849,10770,1655901,128582,1653196,0.03991428014806156,0.03194852111086024,0.03991165331337133,248385.15,19287.3,247979.4
368,2019-05-07,long,10481,13692,535853,5157,6966,431173,258,269,13181,38824,42233,2086528,0.024615971758419997,0.019646508910312593,0.024598164048722317,5823.6,6334.95,312979.2
525,2019-05-08,short,496897,305374,127292,479477,277271,103602,23972,11786,6141,3719162,1875481,926512,0.048243398531285155,0.038595296259668475,0.04824340885523049,557874.3,281322.15,138976.8
526,2019-05-08,medium,249502,26401,247823,200115,15992,198601,9959,843,9892,1511534,137327,1518396,0.03991551169930502,0.03193060868906481,0.039915584913426116,226730.1,20599.05,227759.4
527,2019-05-08,long,10009,10951,500298,4957,5484,403993,247,216,12337,40753,32907,2021377,0.02467778998900989,0.019724226098073235,0.024659303055378994,6112.95,4936.05,303206.55
683,2019-05-09,long,9797,10435,462318,4863,5220,371496,242,206,11429,36805,32560,1763917,0.024701439216086557,0.019741255390512698,0.024721079430175767,5520.75,4884.0,264587.55
682,2019-05-09,medium,231899,23484,238172,185990,14146,191660,9257,750,9507,1574888,117707,1462118,0.039918240268392705,0.03193663771078181,0.039916530910434476,236233.2,17656.05,219317.7
681,2019-05-09,short,482551,272553,107708,466960,245570,86412,23279,10519,5196,3815922,1683032,825157,0.0482415330193078,0.03859432844254145,0.048241541946744904,572388.3,252454.8,123773.55
837,2019-05-10,short,399344,307936,89413,385426,287702,71573,19264,11884,4313,3026180,1867240,663486,0.048239112143916026,0.038592434791645015,0.04823683357006252,453927.0,280086.0,99522.9
838,2019-05-10,medium,226633,21822,214025,182758,13134,171361,9048,697,8545,1418850,104631,1429667,0.039923576884213684,0.03194024379066997,0.039925242378226845,212827.5,15694.65,214450.05
839,2019-05-10,long,8908,9723,425305,4429,4887,342824,221,193,10540,37132,29287,1602716,0.02480916030534351,0.019849840584181835,0.024782215116210718,5569.8,4393.05,240407.4
994,2019-05-11,medium,197467,21230,211734,157818,12839,170703,7885,678,8454,1221472,105051,1365997,0.03993072260175118,0.03193593970796044,0.0399274561478081,183220.8,15757.65,204899.55
993,2019-05-11,short,393449,245956,91627,379686,223815,73697,18979,9491,4420,2881832,1517305,663019,0.04823750981702838,0.03858820276797476,0.04823905617339867,432274.8,227595.75,99452.85
995,2019-05-11,long,8995,9204,387253,4502,4620,310212,223,183,9621,35095,28920,1471190,0.02479155086158977,0.019882659713168188,0.02484422328555234,5264.25,4338.0,220678.5
54,2019-05-12,short,735148,424171,172017,710895,382928,138724,35460,16368,8297,5777134,2467575,1287726,0.048235185296022026,0.03858821088664713,0.04823360481812844,866570.1,370136.25,193158.9
55,2019-05-12,medium,371329,40047,383314,297215,24265,308029,14830,1279,15308,2286619,200682,2312235,0.03993762943373666,0.03193747346867431,0.03993592720328504,342992.85,30102.3,346835.25
56,2019-05-12,long,16173,16715,701373,8110,8416,563414,403,333,17467,62374,53595,2680080,0.024918073332096703,0.01992222554591684,0.024904009706675334,9356.1,8039.25,402012.0
211,2019-05-13,medium,321613,34145,330216,257438,20650,265198,12847,1091,13191,2120583,171794,2075597,0.03994552459011296,0.03195196954166057,0.03994658042008867,318087.45,25769.1,311339.55
210,2019-05-13,short,611584,381861,140745,590267,347479,113050,29498,14734,6788,4700406,2251465,1049106,0.04823213164503976,0.03858472061823543,0.048229066751927244,705060.9,337719.75,157365.9
212,2019-05-13,long,12602,12775,596084,6294,6391,482090,315,255,14881,51631,38445,2265903,0.024996032375813364,0.019960861056751468,0.02496460230437321,7744.65,5766.75,339885.45
371,2019-05-14,long,11998,14401,519449,6017,7388,417189,300,288,12999,46473,45157,1980158,0.025004167361226872,0.01999861120755503,0.025024593367202554,6970.95,6773.55,297023.7
370,2019-05-14,medium,292232,29761,292698,234006,17912,234426,11676,951,11695,1829591,153943,1758656,0.039954556653617676,0.03195457141897114,0.03995585893993126,274438.65,23091.45,263798.4
369,2019-05-14,short,559181,312601,131818,543091,282319,106868,26969,12061,6357,4249280,1837222,958691,0.04822946416276662,0.038582730061644074,0.04822558375942587,637392.0,275583.3,143803.65
530,2019-05-15,long,11123,10569,485296,5601,5288,391777,279,212,12173,42902,32526,1847180,0.025083161017711048,0.02005866212508279,0.02508366028156012,6435.3,4878.9,277077.0
529,2019-05-15,medium,269329,26748,286557,216459,16107,232097,10764,855,11452,1747659,129322,1800318,0.039965989551812096,0.0319650067294751,0.03996412581092069,262148.85,19398.3,270047.7
528,2019-05-15,short,502744,309041,128094,485045,280566,104168,24245,11923,6177,3751897,1797588,986377,0.04822533933771462,0.03858064140356781,0.04822239917560542,562784.55,269638.2,147956.55
685,2019-05-16,medium,251782,28021,269604,201559,17048,217679,10065,896,10778,1596669,138356,1743393,0.03997505778808652,0.03197601798651012,0.0399771516743075,239500.35,20753.4,261508.95
